year,date,time,lat,lon,data
2025,09-28,22:00,42.399378,-71.120936,14.33035714285714
2025,09-28,00:00,18.46992,-97.39328,19.2084027777778
2025,09-28,02:00,18.46992,-97.39328,11.7523625
2025,09-28,04:00,18.46992,-97.39328,10.3511722222222
2025,09-28,06:00,18.46992,-97.39328,11.0748289473684
2025,09-28,08:00,18.46992,-97.39328,12.2762236111111
2025,09-28,10:00,18.46992,-97.39328,17.2250416666667
2025,09-28,12:00,18.46992,-97.39328,11.3998930555556
2025,09-28,14:00,18.46992,-97.39328,13.9523486111111
2025,09-28,16:00,18.46992,-97.39328,9.70814305555556
2025,09-28,18:00,18.46992,-97.39328,9.01045833333333
2025,09-28,20:00,18.46992,-97.39328,6.50222222222222
2025,09-28,22:00,18.46992,-97.39328,9.46182638888889
2025,09-28,00:00,47.365741,-122.128208,9.72738093989236
2025,09-28,02:00,47.365741,-122.128208,7.401636901639756
2025,09-28,04:00,47.365741,-122.128208,6.30642856908223
2025,09-28,06:00,47.365741,-122.128208,7.9945238604432065
2025,09-28,12:00,47.365741,-122.128208,13.970380963825043
2025,09-28,14:00,47.365741,-122.128208,16.374613024885694
2025,09-28,16:00,47.365741,-122.128208,15.530324686657302
2025,09-28,18:00,47.365741,-122.128208,6.798571473643893
2025,09-28,20:00,47.365741,-122.128208,4.382589265822419
2025,09-28,22:00,47.365741,-122.128208,3.6236255332247
2025,09-28,00:00,40.357937,-111.71126,0.7425595238095238
2025,09-28,02:00,40.357937,-111.71126,0.1299603174603174
2025,09-28,04:00,40.357937,-111.71126,0.793154761904762
2025,09-28,06:00,40.357937,-111.71126,1.0808531746031746
2025,09-28,12:00,40.357937,-111.71126,0.1175595238095238
2025,09-28,14:00,40.357937,-111.71126,0.4268849206349206
2025,09-28,16:00,40.357937,-111.71126,0.7901785714285715
2025,09-28,18:00,40.357937,-111.71126,0.0
2025,09-28,20:00,40.357937,-111.71126,0.0
2025,09-28,22:00,40.357937,-111.71126,0.0119047619047619
2025,09-28,00:00,42.88537,-85.67977,15.6
2025,09-28,02:00,42.88537,-85.67977,17.6
2025,09-28,04:00,42.88537,-85.67977,13.4
2025,09-28,06:00,42.88537,-85.67977,21.7
2025,09-28,08:00,42.88537,-85.67977,19.1
2025,09-28,10:00,42.88537,-85.67977,15.6
2025,09-28,12:00,42.88537,-85.67977,10.8
2025,09-28,14:00,42.88537,-85.67977,10.5
2025,09-28,16:00,42.88537,-85.67977,9.3
2025,09-28,18:00,42.88537,-85.67977,6.2
2025,09-28,20:00,42.88537,-85.67977,7.6
2025,09-28,22:00,42.88537,-85.67977,9.3
2025,09-28,00:00,41.62057,-83.64226,13.2
2025,09-28,02:00,41.62057,-83.64226,19.5
2025,09-28,04:00,41.62057,-83.64226,16.5
2025,09-28,06:00,41.62057,-83.64226,17.8
2025,09-28,08:00,41.62057,-83.64226,17.9
2025,09-28,10:00,41.62057,-83.64226,16.4
2025,09-28,12:00,41.62057,-83.64226,16.3
2025,09-28,14:00,41.62057,-83.64226,14.9
2025,09-28,16:00,41.62057,-83.64226,16.0
2025,09-28,18:00,41.62057,-83.64226,17.6
2025,09-28,20:00,41.62057,-83.64226,14.8
2025,09-28,22:00,41.62057,-83.64226,13.5
2025,09-28,18:00,39.00104,-121.55037,4.06
2025,09-28,10:00,36.97798,-121.9479,6.89
2025,09-28,02:00,29.72166,-95.38569,11.19
2025,09-28,20:00,29.72166,-95.38569,9.27
2025,09-28,00:00,46.51793,-87.52125,3.1
2025,09-28,02:00,46.51793,-87.52125,3.0
2025,09-28,04:00,46.51793,-87.52125,2.8
2025,09-28,06:00,46.51793,-87.52125,2.8
2025,09-28,08:00,46.51793,-87.52125,2.5
2025,09-28,10:00,46.51793,-87.52125,2.4
2025,09-28,12:00,46.51793,-87.52125,2.6
2025,09-28,14:00,46.51793,-87.52125,2.8
2025,09-28,16:00,46.51793,-87.52125,3.0
2025,09-28,18:00,46.51793,-87.52125,4.0
2025,09-28,20:00,46.51793,-87.52125,3.1
2025,09-28,22:00,46.51793,-87.52125,2.8
2025,09-28,00:00,44.568465,-93.310447,5.255875001351039
2025,09-28,02:00,44.568465,-93.310447,7.660083328932523
2025,09-28,04:00,44.568465,-93.310447,2.190916671852271
2025,09-28,06:00,44.568465,-93.310447,2.184958337081803
2025,09-28,12:00,44.568465,-93.310447,4.304166658719381
2025,09-28,14:00,44.568465,-93.310447,2.4090624950826167
2025,09-28,16:00,44.568465,-93.310447,0.7066666659795575
2025,09-28,18:00,44.568465,-93.310447,0.2463750019876493
2025,09-28,20:00,44.568465,-93.310447,0.5806527788854307
2025,09-28,22:00,44.568465,-93.310447,0.6244166677817703
2025,09-28,00:00,53.546584,-113.295995,0.1804861133504245
2025,09-28,02:00,53.546584,-113.295995,0.9178750029454628
2025,09-28,04:00,53.546584,-113.295995,0.493833333440125
2025,09-28,06:00,53.546584,-113.295995,0.1223333323995272
2025,09-28,12:00,53.546584,-113.295995,0.6644999988997976
2025,09-28,14:00,53.546584,-113.295995,0.3494027771469619
2025,09-28,16:00,53.546584,-113.295995,0.9483333336810272
2025,09-28,18:00,53.546584,-113.295995,0.5875833339989186
2025,09-28,20:00,53.546584,-113.295995,0.3953888904717233
2025,09-28,22:00,53.546584,-113.295995,0.2008750008419156
2025,09-28,00:00,38.444554,-122.892369,35.73962463537852
2025,09-28,02:00,38.444554,-122.892369,34.01104129155477
2025,09-28,04:00,38.444554,-122.892369,32.94675003687541
2025,09-28,06:00,38.444554,-122.892369,34.125125058492024
2025,09-28,12:00,38.444554,-122.892369,33.25145829518636
2025,09-28,14:00,38.444554,-122.892369,33.399263901180696
2025,09-28,16:00,38.444554,-122.892369,35.99559735192192
2025,09-28,18:00,38.444554,-122.892369,39.199708493550624
2025,09-28,20:00,38.444554,-122.892369,42.51970844268799
2025,09-28,22:00,38.444554,-122.892369,24.31962500943078
2025,09-28,00:00,38.824902,-90.699689,6.986250003178914
2025,09-28,02:00,38.824902,-90.699689,15.472888893551298
2025,09-28,04:00,38.824902,-90.699689,15.295541675885518
2025,09-28,06:00,38.824902,-90.699689,14.247194449106852
2025,09-28,12:00,38.824902,-90.699689,16.301833327611288
2025,09-28,14:00,38.824902,-90.699689,17.34962499671512
2025,09-28,16:00,38.824902,-90.699689,13.874680548244053
2025,09-28,18:00,38.824902,-90.699689,8.513833347956341
2025,09-28,20:00,38.824902,-90.699689,7.888624978065491
2025,09-28,22:00,38.824902,-90.699689,7.901333316167194
2025,09-28,00:00,45.476782,-75.689057,20.723874990145365
2025,09-28,02:00,45.476782,-75.689057,21.734083334604893
2025,09-28,04:00,45.476782,-75.689057,17.753083340326945
2025,09-28,06:00,45.476782,-75.689057,16.8895833492279
2025,09-28,12:00,45.476782,-75.689057,17.41065276728736
2025,09-28,14:00,45.476782,-75.689057,12.31875
2025,09-28,16:00,45.476782,-75.689057,5.826874995231628
2025,09-28,18:00,45.476782,-75.689057,3.5133611010180577
2025,09-28,20:00,45.476782,-75.689057,2.437333335230748
2025,09-28,22:00,45.476782,-75.689057,4.314124989509582
2025,09-28,00:00,53.561186,-113.547678,2.9282499951000016
2025,09-28,02:00,53.561186,-113.547678,7.272125013669331
2025,09-28,04:00,53.561186,-113.547678,0.3651388900975386
2025,09-28,06:00,53.561186,-113.547678,0.144333333770434
2025,09-28,12:00,53.561186,-113.547678,0.5991250017036994
2025,09-28,14:00,53.561186,-113.547678,0.6059305565638674
2025,09-28,16:00,53.561186,-113.547678,0.5624166676774621
2025,09-28,18:00,53.561186,-113.547678,1.3971250015000505
2025,09-28,20:00,53.561186,-113.547678,0.7732638865295386
2025,09-28,22:00,53.561186,-113.547678,0.1922500015546878
2025,09-28,00:00,34.436017,-119.785076,1.4392083326975504
2025,09-28,02:00,34.436017,-119.785076,1.5780833303928377
2025,09-28,04:00,34.436017,-119.785076,1.4540833316743371
2025,09-28,06:00,34.436017,-119.785076,1.7435555647023848
2025,09-28,12:00,34.436017,-119.785076,4.067874995867412
2025,09-28,14:00,34.436017,-119.785076,4.2188333246443
2025,09-28,16:00,34.436017,-119.785076,6.33070835272471
2025,09-28,18:00,34.436017,-119.785076,4.051513891749911
2025,09-28,20:00,34.436017,-119.785076,0.5054444467441903
2025,09-28,22:00,34.436017,-119.785076,0.8304166694482168
2025,09-28,00:00,34.406542,-83.95701,9.146458331743878
2025,09-28,02:00,34.406542,-83.95701,11.58781946765052
2025,09-28,04:00,34.406542,-83.95701,14.42693055205875
2025,09-28,06:00,34.406542,-83.95701,15.556611108779906
2025,09-28,12:00,34.406542,-83.95701,6.498666673236422
2025,09-28,14:00,34.406542,-83.95701,6.309624997774759
2025,09-28,16:00,34.406542,-83.95701,4.604624994595846
2025,09-28,18:00,34.406542,-83.95701,6.310666688283284
2025,09-28,20:00,34.406542,-83.95701,8.325513863563536
2025,09-28,22:00,34.406542,-83.95701,6.613291663593716
2025,09-28,00:00,32.817721,-97.090218,17.123833322525027
2025,09-28,02:00,32.817721,-97.090218,19.365166680018103
2025,09-28,04:00,32.817721,-97.090218,21.39263889524672
2025,09-28,06:00,32.817721,-97.090218,23.07513888147142
2025,09-28,12:00,32.817721,-97.090218,28.104999987284344
2025,09-28,14:00,32.817721,-97.090218,25.408958331743875
2025,09-28,16:00,32.817721,-97.090218,20.92170833746593
2025,09-28,18:00,32.817721,-97.090218,19.047930539978875
2025,09-28,20:00,32.817721,-97.090218,20.57538887129889
2025,09-28,22:00,32.817721,-97.090218,19.502958337465923
2025,09-28,00:00,39.790724,-104.747326,4.320916668574015
2025,09-28,02:00,39.790724,-104.747326,4.21241668065389
2025,09-28,04:00,39.790724,-104.747326,5.760402788056268
2025,09-28,06:00,39.790724,-104.747326,5.882611105177137
2025,09-28,12:00,39.790724,-104.747326,5.081458332803515
2025,09-28,14:00,39.790724,-104.747326,5.684958338737488
2025,09-28,16:00,39.790724,-104.747326,9.520416667726304
2025,09-28,18:00,39.790724,-104.747326,8.918888897365994
2025,09-28,20:00,39.790724,-104.747326,5.910472228791979
2025,09-28,22:00,39.790724,-104.747326,6.516486101680332
2025,09-28,00:00,39.755664,-104.96664,4.7
2025,09-28,02:00,39.755664,-104.96664,5.0
2025,09-28,04:00,39.755664,-104.96664,4.8
2025,09-28,06:00,39.755664,-104.96664,4.4
2025,09-28,08:00,39.755664,-104.96664,4.4
2025,09-28,10:00,39.755664,-104.96664,4.5
2025,09-28,12:00,39.755664,-104.96664,4.5
2025,09-28,14:00,39.755664,-104.96664,7.5
2025,09-28,16:00,39.755664,-104.96664,6.8
2025,09-28,18:00,39.755664,-104.96664,6.1
2025,09-28,20:00,39.755664,-104.96664,5.4
2025,09-28,12:00,27.96752,-82.44071,4.33
2025,09-28,04:00,33.55163,-101.83926,1.47
2025,09-28,10:00,33.55163,-101.83926,2.73
2025,09-28,22:00,33.55163,-101.83926,0.94
2025,09-28,00:00,45.314618,-75.610547,14.788597210248312
2025,09-28,02:00,45.314618,-75.610547,10.97787500222524
2025,09-28,04:00,45.314618,-75.610547,10.333291665712991
2025,09-28,06:00,45.314618,-75.610547,12.390097218089634
2025,09-28,12:00,45.314618,-75.610547,12.194874993960063
2025,09-28,14:00,45.314618,-75.610547,10.040708343187967
2025,09-28,16:00,45.314618,-75.610547,4.091125003496805
2025,09-28,18:00,45.314618,-75.610547,3.97258334159851
2025,09-28,20:00,45.314618,-75.610547,2.267750010887782
2025,09-28,22:00,45.314618,-75.610547,3.815347225798501
2025,09-28,08:00,39.72486,-75.61935,4.28
2025,09-28,20:00,39.72486,-75.61935,6.05
2025,09-28,00:00,33.009385,-80.055701,0.3396250033130248
2025,09-28,02:00,33.009385,-80.055701,12.77266676425934
2025,09-28,04:00,33.009385,-80.055701,4.986416673660278
2025,09-28,06:00,33.009385,-80.055701,7.021333334181043
2025,09-28,12:00,33.009385,-80.055701,22.048097226354813
2025,09-28,14:00,33.009385,-80.055701,6.5898750013775285
2025,09-28,16:00,33.009385,-80.055701,7.278000005086262
2025,09-28,18:00,33.009385,-80.055701,7.788194444444445
2025,09-28,20:00,33.009385,-80.055701,3.965180566410224
2025,09-28,22:00,33.009385,-80.055701,7.927416674296061
2025,09-28,00:00,34.02022,-117.805514,1.3128333435704311
2025,09-28,02:00,34.02022,-117.805514,0.6264166662469506
2025,09-28,04:00,34.02022,-117.805514,1.1388750053942205
2025,09-28,06:00,34.02022,-117.805514,1.7630000008891027
2025,09-28,12:00,34.02022,-117.805514,4.762666670481364
2025,09-28,14:00,34.02022,-117.805514,4.360958329836528
2025,09-28,16:00,34.02022,-117.805514,4.893458342552185
2025,09-28,18:00,34.02022,-117.805514,4.071333346764247
2025,09-28,20:00,34.02022,-117.805514,4.123458335134719
2025,09-28,22:00,34.02022,-117.805514,3.81383334795634
2025,09-28,00:00,37.71451,-85.87082,6.0
2025,09-28,02:00,37.71451,-85.87082,8.3
2025,09-28,04:00,37.71451,-85.87082,9.5
2025,09-28,06:00,37.71451,-85.87082,7.6
2025,09-28,08:00,37.71451,-85.87082,6.6
2025,09-28,10:00,37.71451,-85.87082,6.1
2025,09-28,12:00,37.71451,-85.87082,5.3
2025,09-28,14:00,37.71451,-85.87082,5.5
2025,09-28,16:00,37.71451,-85.87082,6.6
2025,09-28,18:00,37.71451,-85.87082,7.6
2025,09-28,20:00,37.71451,-85.87082,7.6
2025,09-28,22:00,37.71451,-85.87082,7.3
2025,09-28,00:00,38.469869,-90.322872,4.834833335876465
2025,09-28,02:00,38.469869,-90.322872,18.47220833301544
2025,09-28,04:00,38.469869,-90.322872,20.71154166062673
2025,09-28,06:00,38.469869,-90.322872,24.988541674613952
2025,09-28,12:00,38.469869,-90.322872,25.36175000932482
2025,09-28,14:00,38.469869,-90.322872,18.08608334329393
2025,09-28,16:00,38.469869,-90.322872,2.322499998907248
2025,09-28,18:00,38.469869,-90.322872,2.6094166722562577
2025,09-28,20:00,38.469869,-90.322872,1.742333341638247
2025,09-28,22:00,38.469869,-90.322872,2.476083325843016
2025,09-28,10:00,35.52438,-83.23607,7.93
2025,09-28,00:00,37.546686,-122.052248,0.0
2025,09-28,02:00,37.546686,-122.052248,1.3849583327770232
2025,09-28,04:00,37.546686,-122.052248,1.586125007023414
2025,09-28,06:00,37.546686,-122.052248,1.4382916724309325
2025,09-28,12:00,37.546686,-122.052248,1.2477083327869574
2025,09-28,14:00,37.546686,-122.052248,0.7213750091691811
2025,09-28,16:00,37.546686,-122.052248,3.4597500001390773
2025,09-28,18:00,37.546686,-122.052248,0.0833333353201548
2025,09-28,20:00,37.546686,-122.052248,12.943194452921553
2025,09-28,22:00,37.546686,-122.052248,0.4913749986638625
2025,09-28,00:00,50.21627,-66.3852,8.3
2025,09-28,02:00,50.21627,-66.3852,4.5
2025,09-28,04:00,50.21627,-66.3852,4.7
2025,09-28,06:00,50.21627,-66.3852,2.8
2025,09-28,08:00,50.21627,-66.3852,2.3
2025,09-28,10:00,50.21627,-66.3852,2.5
2025,09-28,12:00,50.21627,-66.3852,3.4
2025,09-28,14:00,50.21627,-66.3852,6.7
2025,09-28,16:00,50.21627,-66.3852,5.0
2025,09-28,18:00,50.21627,-66.3852,4.7
2025,09-28,20:00,50.21627,-66.3852,6.0
2025,09-28,22:00,50.21627,-66.3852,6.8
2025,09-28,00:00,43.623181,-84.249759,4.394416666030884
2025,09-28,02:00,43.623181,-84.249759,4.720124999682109
2025,09-28,04:00,43.623181,-84.249759,5.719583336512248
2025,09-28,06:00,43.623181,-84.249759,6.6922499974568685
2025,09-28,12:00,43.623181,-84.249759,6.555249993006388
2025,09-28,14:00,43.623181,-84.249759,1.0667777770923244
2025,09-28,16:00,43.623181,-84.249759,0.0055000002185503
2025,09-28,18:00,43.623181,-84.249759,0.0
2025,09-28,20:00,43.623181,-84.249759,0.0
2025,09-28,22:00,43.623181,-84.249759,0.0
2025,09-28,00:00,37.67138,-77.56777,4.1
2025,09-28,02:00,37.67138,-77.56777,4.4
2025,09-28,04:00,37.67138,-77.56777,5.3
2025,09-28,06:00,37.67138,-77.56777,6.7
2025,09-28,08:00,37.67138,-77.56777,6.8
2025,09-28,10:00,37.67138,-77.56777,6.4
2025,09-28,12:00,37.67138,-77.56777,5.2
2025,09-28,14:00,37.67138,-77.56777,3.6
2025,09-28,16:00,37.67138,-77.56777,4.8
2025,09-28,18:00,37.67138,-77.56777,5.3
2025,09-28,20:00,37.67138,-77.56777,5.2
2025,09-28,22:00,37.67138,-77.56777,5.4
2025,09-28,00:00,15.312833,-87.698111,34.53541644414266
2025,09-28,02:00,15.312833,-87.698111,37.43904162247976
2025,09-28,04:00,15.312833,-87.698111,23.0587917248408
2025,09-28,06:00,15.312833,-87.698111,19.12108325958252
2025,09-28,12:00,15.312833,-87.698111,30.241708405812577
2025,09-28,14:00,15.312833,-87.698111,35.21973614427778
2025,09-28,16:00,15.312833,-87.698111,23.25712500943078
2025,09-28,18:00,15.312833,-87.698111,11.898333326975504
2025,09-28,20:00,15.312833,-87.698111,23.32437500158946
2025,09-28,22:00,15.312833,-87.698111,11.39379166762034
2025,09-28,00:00,45.520774,-122.621643,0.0
2025,09-28,02:00,45.520774,-122.621643,0.0508750003452102
2025,09-28,04:00,45.520774,-122.621643,5.51045835018158
2025,09-28,06:00,45.520774,-122.621643,6.662083339691161
2025,09-28,12:00,45.520774,-122.621643,4.553583335876465
2025,09-28,14:00,45.520774,-122.621643,3.0147083414925464
2025,09-28,16:00,45.520774,-122.621643,0.3056250028312206
2025,09-28,18:00,45.520774,-122.621643,0.0035416667039195
2025,09-28,20:00,45.520774,-122.621643,0.5890277754929331
2025,09-28,22:00,45.520774,-122.621643,0.0
2025,09-28,00:00,42.359831,-71.189191,4.433791661262513
2025,09-28,02:00,42.359831,-71.189191,4.959041666984558
2025,09-28,04:00,42.359831,-71.189191,6.239444435967339
2025,09-28,06:00,42.359831,-71.189191,8.325249989827475
2025,09-28,12:00,42.359831,-71.189191,4.608833328882854
2025,09-28,14:00,42.359831,-71.189191,0.764472227046887
2025,09-28,16:00,42.359831,-71.189191,1.648986113299098
2025,09-28,18:00,42.359831,-71.189191,1.1629999989643691
2025,09-28,20:00,42.359831,-71.189191,1.216097219226261
2025,09-28,22:00,42.359831,-71.189191,4.35191666285197
2025,09-28,00:00,38.139634,-78.436561,1.816541666537523
2025,09-28,02:00,38.139634,-78.436561,2.138375008106232
2025,09-28,04:00,38.139634,-78.436561,2.0936666632692016
2025,09-28,06:00,38.139634,-78.436561,2.0816666699945925
2025,09-28,12:00,38.139634,-78.436561,1.6563750005016722
2025,09-28,14:00,38.139634,-78.436561,2.131569442028801
2025,09-28,16:00,38.139634,-78.436561,0.7383750027666488
2025,09-28,18:00,38.139634,-78.436561,0.5748888914783795
2025,09-28,20:00,38.139634,-78.436561,0.7567361140209768
2025,09-28,22:00,38.139634,-78.436561,1.9535000149574544
2025,09-28,16:00,26.0542,-80.25696,3.06
2025,09-28,18:00,26.0542,-80.25696,2.51
2025,09-28,00:00,44.95053,-93.12076,1.2068333369990187
2025,09-28,02:00,44.95053,-93.12076,14.946958327293396
2025,09-28,04:00,44.95053,-93.12076,37.79108317693075
2025,09-28,06:00,44.95053,-93.12076,29.78212502797444
2025,09-28,12:00,44.95053,-93.12076,17.336041665077207
2025,09-28,14:00,44.95053,-93.12076,4.694166676203411
2025,09-28,16:00,44.95053,-93.12076,0.038833333303531
2025,09-28,18:00,44.95053,-93.12076,0.0
2025,09-28,20:00,44.95053,-93.12076,0.0
2025,09-28,22:00,44.95053,-93.12076,0.0
2025,09-28,08:00,34.04744,-118.53013,6.32
2025,09-28,00:00,44.302878,-72.646121,3.9335833390553794
2025,09-28,02:00,44.302878,-72.646121,4.685333331425984
2025,09-28,04:00,44.302878,-72.646121,5.0808333396911625
2025,09-28,06:00,44.302878,-72.646121,5.464249992370605
2025,09-28,12:00,44.302878,-72.646121,4.100250005722046
2025,09-28,14:00,44.302878,-72.646121,4.150930550363329
2025,09-28,16:00,44.302878,-72.646121,4.793333339691162
2025,09-28,18:00,44.302878,-72.646121,6.036805560853747
2025,09-28,20:00,44.302878,-72.646121,4.690041661262512
2025,09-28,22:00,44.302878,-72.646121,3.2368333349625265
2025,09-28,02:00,29.59123,-95.48335,12.26
2025,09-28,16:00,29.59123,-95.48335,10.32
2025,09-28,00:00,37.463,-122.274,0.4347083389759063
2025,09-28,02:00,37.463,-122.274,1.3459166660904884
2025,09-28,04:00,37.463,-122.274,0.1991805549297068
2025,09-28,06:00,37.463,-122.274,0.0278333326180775
2025,09-28,12:00,37.463,-122.274,0.0
2025,09-28,14:00,37.463,-122.274,0.0
2025,09-28,16:00,37.463,-122.274,0.0
2025,09-28,18:00,37.463,-122.274,0.0
2025,09-28,20:00,37.463,-122.274,0.0
2025,09-28,22:00,37.463,-122.274,0.0028333333631356
2025,09-28,10:00,38.19365,-85.71195,14.89
2025,09-28,12:00,38.19365,-85.71195,15.48
2025,09-28,14:00,38.19365,-85.71195,11.13
2025,09-28,20:00,38.19365,-85.71195,8.71
2025,09-28,06:00,29.92951,-95.17637,14.06
2025,09-28,00:00,18.452536,-95.223147,11.0
2025,09-28,02:00,18.452536,-95.223147,11.0
2025,09-28,04:00,18.452536,-95.223147,9.0
2025,09-28,06:00,18.452536,-95.223147,8.0
2025,09-28,08:00,18.452536,-95.223147,8.0
2025,09-28,10:00,18.452536,-95.223147,8.0
2025,09-28,12:00,18.452536,-95.223147,8.0
2025,09-28,14:00,18.452536,-95.223147,8.0
2025,09-28,16:00,18.452536,-95.223147,4.0
2025,09-28,18:00,18.452536,-95.223147,5.0
2025,09-28,20:00,18.452536,-95.223147,5.0
2025,09-28,22:00,18.452536,-95.223147,4.0
